type,Mã trạm/LakeCode,Trạm/Hồ,Tên sông/Lưu vực,Tên tỉnh,Thời gian (UTC),Mực nước (m),Cảnh báo/Xu thế,Cảnh báo value (0-4),Chênh lệch cảnh báo (m),BĐ1 (m),BĐ2 (m),BĐ3 (m),Mực nước lịch sử (m),Năm lũ lịch sử,x,y,Dung tích (m3),Dung tích TK (m3),Tỷ lệ dung tích (%),Q đến (m3/s),Q xả (m3/s),Mực nước BT (m),Mực nước GC (m),Mã Cảnh báo,province_code,basin_code
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-10 02:00,0.52,Dưới BĐ1,0.0,-0.48,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-10 03:00,0.55,Dưới BĐ1,0.0,-0.45,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-10 04:00,0.57,Dưới BĐ1,0.0,-0.43,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-10 05:00,0.6,Dưới BĐ1,0.0,-0.4,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-10 06:00,0.6,Dưới BĐ1,0.0,-0.4,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-10 07:00,0.57,Dưới BĐ1,0.0,-0.43,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-10 08:00,0.53,Dưới BĐ1,0.0,-0.47,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-10 09:00,0.49,Dưới BĐ1,0.0,-0.51,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-10 10:00,0.45,Dưới BĐ1,0.0,-0.55,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-10 11:00,0.42,Dưới BĐ1,0.0,-0.58,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-10 12:00,0.41,Dưới BĐ1,0.0,-0.59,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-10 13:00,0.42,Dưới BĐ1,0.0,-0.58,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-10 14:00,0.45,Dưới BĐ1,0.0,-0.55,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-10 15:00,0.49,Dưới BĐ1,0.0,-0.51,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-10 16:00,0.54,Dưới BĐ1,0.0,-0.46,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-10 17:00,0.57,Dưới BĐ1,0.0,-0.43,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-10 18:00,0.57,Dưới BĐ1,0.0,-0.43,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-10 19:00,0.54,Dưới BĐ1,0.0,-0.46,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-10 20:00,0.5,Dưới BĐ1,0.0,-0.5,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-10 21:00,0.47,Dưới BĐ1,0.0,-0.53,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-10 22:00,0.43,Dưới BĐ1,0.0,-0.57,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-10 23:00,0.42,Dưới BĐ1,0.0,-0.58,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-11 00:00,0.42,Dưới BĐ1,0.0,-0.58,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-11 01:00,0.44,Dưới BĐ1,0.0,-0.56,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-11 02:00,0.47,Dưới BĐ1,0.0,-0.53,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-11 03:00,0.5,Dưới BĐ1,0.0,-0.5,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-11 04:00,0.53,Dưới BĐ1,0.0,-0.47,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-11 05:00,0.56,Dưới BĐ1,0.0,-0.44,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-11 06:00,0.57,Dưới BĐ1,0.0,-0.43,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-11 07:00,0.57,Dưới BĐ1,0.0,-0.43,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-11 08:00,0.55,Dưới BĐ1,0.0,-0.45,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-11 09:00,0.52,Dưới BĐ1,0.0,-0.48,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-11 10:00,0.49,Dưới BĐ1,0.0,-0.51,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-11 11:00,0.48,Dưới BĐ1,0.0,-0.52,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-11 12:00,0.5,Dưới BĐ1,0.0,-0.5,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-11 13:00,0.52,Dưới BĐ1,0.0,-0.48,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-11 14:00,0.54,Dưới BĐ1,0.0,-0.46,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-11 15:00,0.56,Dưới BĐ1,0.0,-0.44,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-11 16:00,0.58,Dưới BĐ1,0.0,-0.42,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-11 17:00,0.61,Dưới BĐ1,0.0,-0.39,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-11 18:00,0.62,Dưới BĐ1,0.0,-0.38,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-11 19:00,0.63,Dưới BĐ1,0.0,-0.37,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-11 20:00,0.62,Dưới BĐ1,0.0,-0.38,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-11 21:00,0.6,Dưới BĐ1,0.0,-0.4,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-11 22:00,0.55,Dưới BĐ1,0.0,-0.45,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-11 23:00,0.52,Dưới BĐ1,0.0,-0.48,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-12 00:00,0.5,Dưới BĐ1,0.0,-0.5,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-12 01:00,0.5,Dưới BĐ1,0.0,-0.5,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-12 02:00,0.51,Dưới BĐ1,0.0,-0.49,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-12 03:00,0.54,Dưới BĐ1,0.0,-0.46,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-12 04:00,0.56,Dưới BĐ1,0.0,-0.44,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-12 05:00,0.59,Dưới BĐ1,0.0,-0.41,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-12 06:00,0.62,Dưới BĐ1,0.0,-0.38,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-12 07:00,0.64,Dưới BĐ1,0.0,-0.36,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-12 08:00,0.65,Dưới BĐ1,0.0,-0.35,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-12 09:00,0.64,Dưới BĐ1,0.0,-0.36,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-12 10:00,0.63,Dưới BĐ1,0.0,-0.37,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-12 11:00,0.62,Dưới BĐ1,0.0,-0.38,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-12 12:00,0.61,Dưới BĐ1,0.0,-0.39,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-12 13:00,0.6,Dưới BĐ1,0.0,-0.4,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-12 14:00,0.6,Dưới BĐ1,0.0,-0.4,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-12 15:00,0.62,Dưới BĐ1,0.0,-0.38,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-12 16:00,0.66,Dưới BĐ1,0.0,-0.34,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-12 17:00,0.72,Dưới BĐ1,0.0,-0.28,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-12 18:00,0.79,Dưới BĐ1,0.0,-0.21,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-12 19:00,0.84,Dưới BĐ1,0.0,-0.16,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-12 20:00,0.87,Dưới BĐ1,0.0,-0.13,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-12 21:00,0.86,Dưới BĐ1,0.0,-0.14,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-12 22:00,0.85,Dưới BĐ1,0.0,-0.15,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-12 23:00,0.83,Dưới BĐ1,0.0,-0.17,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-13 01:00,0.79,Dưới BĐ1,0.0,-0.21,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-13 02:00,0.77,Dưới BĐ1,0.0,-0.23,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-13 03:00,0.76,Dưới BĐ1,0.0,-0.24,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-13 04:00,0.75,Dưới BĐ1,0.0,-0.25,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-13 05:00,0.75,Dưới BĐ1,0.0,-0.25,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-13 06:00,0.76,Dưới BĐ1,0.0,-0.24,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-13 07:00,0.78,Dưới BĐ1,0.0,-0.22,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-13 08:00,0.8,Dưới BĐ1,0.0,-0.2,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-13 09:00,0.82,Dưới BĐ1,0.0,-0.18,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-13 10:00,0.82,Dưới BĐ1,0.0,-0.18,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-13 11:00,0.82,Dưới BĐ1,0.0,-0.18,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-13 12:00,0.82,Dưới BĐ1,0.0,-0.18,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-13 13:00,0.82,Dưới BĐ1,0.0,-0.18,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-13 14:00,0.82,Dưới BĐ1,0.0,-0.18,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-13 15:00,0.81,Dưới BĐ1,0.0,-0.19,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-13 16:00,0.82,Dưới BĐ1,0.0,-0.18,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-13 17:00,0.83,Dưới BĐ1,0.0,-0.17,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-13 18:00,0.85,Dưới BĐ1,0.0,-0.15,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-13 19:00,0.87,Dưới BĐ1,0.0,-0.13,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-13 20:00,0.88,Dưới BĐ1,0.0,-0.12,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-13 21:00,0.89,Dưới BĐ1,0.0,-0.11,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-13 22:00,0.89,Dưới BĐ1,0.0,-0.11,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-14 00:00,0.88,Dưới BĐ1,0.0,-0.12,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-14 01:00,0.87,Dưới BĐ1,0.0,-0.13,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-14 02:00,0.85,Dưới BĐ1,0.0,-0.15,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-14 03:00,0.83,Dưới BĐ1,0.0,-0.17,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-14 04:00,0.81,Dưới BĐ1,0.0,-0.19,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-14 05:00,0.8,Dưới BĐ1,0.0,-0.2,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-14 06:00,0.79,Dưới BĐ1,0.0,-0.21,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-14 07:00,0.8,Dưới BĐ1,0.0,-0.2,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-14 08:00,0.81,Dưới BĐ1,0.0,-0.19,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-14 09:00,0.83,Dưới BĐ1,0.0,-0.17,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-14 10:00,0.87,Dưới BĐ1,0.0,-0.13,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-14 11:00,0.9,Dưới BĐ1,0.0,-0.1,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-14 12:00,0.92,Dưới BĐ1,0.0,-0.08,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-14 13:00,0.94,Dưới BĐ1,0.0,-0.06,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-15 00:00,1.15,Trên BĐ1,1.0,0.15,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-15 01:00,1.15,Trên BĐ1,1.0,0.15,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-15 02:00,1.14,Trên BĐ1,1.0,0.14,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-15 03:00,1.12,Trên BĐ1,1.0,0.12,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-15 04:00,1.1,Trên BĐ1,1.0,0.1,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-15 05:00,1.07,Trên BĐ1,1.0,0.07,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-15 06:00,1.05,Trên BĐ1,1.0,0.05,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-15 07:00,1.03,Trên BĐ1,1.0,0.03,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-15 08:00,1.02,Trên BĐ1,1.0,0.02,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-15 09:00,1.02,Trên BĐ1,1.0,0.02,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-15 10:00,1.01,Trên BĐ1,1.0,0.01,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-15 11:00,1.01,Trên BĐ1,1.0,0.01,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-15 12:00,1.01,Trên BĐ1,1.0,0.01,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-15 13:00,1.01,Trên BĐ1,1.0,0.01,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-15 14:00,1.0,Trên BĐ1,1.0,0.0,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-15 15:00,0.99,Dưới BĐ1,0.0,-0.01,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-15 16:00,0.98,Dưới BĐ1,0.0,-0.02,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-15 17:00,0.98,Dưới BĐ1,0.0,-0.02,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-15 18:00,0.98,Dưới BĐ1,0.0,-0.02,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-15 19:00,0.99,Dưới BĐ1,0.0,-0.01,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
River,71520,Kim Long,Hương - Bồ,TP. Huế,2025-11-15 20:00,1.01,Trên BĐ1,1.0,0.01,1.0,2.0,3.5,5.81,1999.0,107.56670379638672,16.416669845581055,,,,,,,,,,
